Restaurant Name,Location,City,Cuisines,Average Cost for Two,Currency,Has Table Booking,Has Online Delivery,Aggregate Rating,Rating Color,Rating Text,Votes,Restaurant Type,Address,Phone Number
"Gutierrez, Levy And Roberson", jayanagar ,Bangalore,Mexican,300.0,INR,Yes,No,4.8,Green,Poor,8553.0,Quick Bites,"7365 Karen Course, Troyburgh, RI 84891",(024)093-0963
Phillips-Burns, btm ,Bangalore,Italian,500.0,INR,Yes,No,3.1,Red,Poor,1097.0,Dessert Parlor,"PSC 3865, Box 5645, APO AA 95299",(298)814-5604
"Guzman, Gibbs And Young", koramangala ,Bangalore,Mexican,400.0,INR,Yes,Yes,4.4,Green,Good,6951.0,Dessert Parlor,"423 Johnson Bypass Apt. 890, Braunton, KY 52910",+1-176-732-0452x88897
Rivera Llc, koramangala ,Bangalore,Unknown,600.0,INR,Yes,No,3.4,Yellow,Average,6622.0,Quick Bites,"0670 Contreras Stream, Sarahhaven, KS 87662",489.777.2489
"Brown, Rodriguez And Cole", hsr ,Bangalore,Italian,300.0,INR,Yes,Yes,2.0,Yellow,Poor,6673.0,Casual Dining,"2234 Williams Prairie, North Eric, DE 67184",001-085-694-0153x1347
Gonzales-Lopez, whitefield ,Bangalore,North Indian,400.0,INR,Yes,Yes,3.506421052631579,Orange,Excellent,7626.0,Delivery,"29781 Hayes Skyway Suite 012, Port Patrickberg, ME 73000",(857)895-4619x2693
"Tucker, Ritter And Diaz", jayanagar ,Bangalore,Chinese,700.0,INR,No,No,3.5,Yellow,Excellent,9838.0,Cafe,"1433 Alexander Fall, South James, MS 55287",001-091-563-7172x575
Morrow-Pena, btm ,Bangalore,Continental,700.0,INR,No,Yes,2.0,Red,Good,4400.0,Delivery,"Unit 7542 Box 7257, DPO AA 32005",837-045-3768x095
Reeves-Bowen, hsr ,Bangalore,Mexican,500.0,INR,No,Yes,4.9,Orange,Poor,3183.0,Delivery,"PSC 0202, Box 5234, APO AE 02194",+1-891-353-3091x851
Matthews And Sons, hsr ,Bangalore,North Indian,200.0,INR,Yes,Yes,3.7,Yellow,Good,8702.0,Dessert Parlor,"590 Savannah Plains, Thomashaven, MS 49758",(639)865-4309
Diaz-Bennett, hsr ,Bangalore,South Indian,600.0,INR,No,No,4.3,Yellow,Good,3248.0,Casual Dining,"04089 Jorge Trafficway, East Kristin, CT 91093",260-830-5096
Johnson-Hernandez, koramangala ,Bangalore,Chinese,500.0,INR,Yes,Yes,3.3,Green,Very Good,6330.0,Cafe,"5881 Schaefer Port Suite 540, Martinbury, MD 57820",347.902.2206
"Smith, Hoffman And Holmes", jayanagar ,Bangalore,South Indian,500.0,INR,Yes,Yes,2.7,Green,Average,9703.0,Dessert Parlor,"39364 Green Ranch, North Ashleyburgh, CO 17683",001-889-054-5670x4978
Stuart-Green, hsr ,Bangalore,Chinese,400.0,INR,Yes,Yes,5.0,Orange,Good,8200.0,Delivery,"6837 Gray Stream, South April, WV 91433",+1-398-297-2142x6240
"Chavez, Bauer And Sanchez", koramangala ,Bangalore,Mexican,400.0,INR,No,Yes,2.5,Orange,Excellent,3229.0,Dessert Parlor,"4883 Harris Glen, Bethanymouth, ME 88985",906.767.3296
Clark-Jackson, whitefield ,Bangalore,Continental,700.0,INR,Yes,Yes,3.9,Yellow,Average,8765.0,Cafe,"7354 Williams Court, Port Brendamouth, NM 98764",938.815.6085
Mccann-Thompson, indiranagar ,Bangalore,South Indian,200.0,INR,Yes,Yes,2.9,Yellow,Poor,5494.0,Quick Bites,"USNV Brown, FPO AP 27056",(998)535-8705x201
"Davis, Greer And Harris", btm ,Bangalore,Chinese,600.0,INR,No,No,4.9,Yellow,Good,7411.0,Delivery,"118 Anthony Path Apt. 264, Robbinsside, GA 62751",524-295-8062x749
Nichols Group, jayanagar ,Bangalore,Mexican,400.0,INR,No,No,3.2,Red,Excellent,1481.0,Cafe,"9710 Brandon Cape Apt. 740, North Danielview, TX 23529",003.278.6467
Matthews-Jackson, whitefield ,Bangalore,Continental,200.0,INR,Yes,Yes,4.8,Orange,Good,2478.0,Dessert Parlor,"13057 Mark Union Apt. 383, North Adam, NJ 97346",377.884.0277
Pugh Llc, jayanagar ,Bangalore,South Indian,200.0,INR,No,Yes,3.9,Red,Average,2857.0,Delivery,"003 Brad Knoll Suite 788, Lake Timothyland, AZ 55043",001-210-647-6100x051
White Ltd, hsr ,Bangalore,Unknown,600.0,INR,Yes,No,4.7,Red,Average,4450.0,Dessert Parlor,"0352 Odom Fork, Lake Angela, DC 87505",402.215.7444x8325
Martin-Williams, whitefield ,Bangalore,Mexican,448.9606039661864,INR,No,Yes,3.5,Red,Excellent,7126.0,Cafe,"28609 Jake Ramp Suite 071, Bentonshire, NM 06973",+1-677-924-7170x99188
"Gray, Kelly And Smith", whitefield ,Bangalore,South Indian,200.0,INR,No,No,3.4,Green,Good,371.0,Dessert Parlor,"4020 Wise Creek Apt. 127, East Julieside, SD 21673",511.500.3022
"Henson, Pierce And Gray", indiranagar ,Bangalore,Chinese,500.0,INR,Yes,Yes,2.1,Orange,Very Good,5022.522421052631,Cafe,"2829 Eric Curve, Weaverstad, ND 97860",+1-915-893-4562x549
Lopez-Clark, whitefield ,Bangalore,Unknown,700.0,INR,Yes,No,2.6,Yellow,Good,4172.0,Casual Dining,"733 Thomas Glen, Grahamport, TN 10316",+1-636-481-1429x125
Washington-Diaz, whitefield ,Bangalore,Italian,600.0,INR,No,Yes,3.6,Red,Excellent,6571.0,Delivery,"45714 James Village, Lake Travisland, MI 05771",+1-078-180-4272x49689
"Brown, Rocha And Mcdonald", btm ,Bangalore,South Indian,300.0,INR,No,Yes,3.0,Green,Average,5022.522421052631,Delivery,"7745 Ashley Grove, East Rachel, DC 37137",001-598-800-9822x42266
Hunter-Mayo, whitefield ,Bangalore,South Indian,400.0,INR,No,Yes,2.6,Green,Poor,5022.522421052631,Cafe,"1822 Joyce Springs, Lake Tina, WA 52591",-11106
Bryant And Sons, btm ,Bangalore,North Indian,600.0,INR,No,No,2.2,Yellow,Very Good,3716.0,Dessert Parlor,"8341 Smith Flat Suite 938, Clarkfort, NM 69892",381.702.6470x6958
"Fisher, Gonzalez And Hudson", indiranagar ,Bangalore,Mexican,700.0,INR,Yes,Yes,4.4,Orange,Good,118.0,Cafe,"199 Scott Prairie Suite 490, Smithton, NY 33168",-8174
Sanders-Delgado, btm ,Bangalore,North Indian,700.0,INR,No,Yes,3.0,Green,Average,1948.0,Cafe,"246 Walker Greens, Perkinsmouth, CT 13973",001-338-198-8417
Brown Inc, koramangala ,Bangalore,Chinese,200.0,INR,Yes,Yes,3.506421052631579,Orange,Very Good,1414.0,Casual Dining,"74189 Haley Manor, South Caitlinside, OR 30066",+1-594-779-1419x2761
"Moore, Smith And Stafford", hsr ,Bangalore,Chinese,600.0,INR,No,Yes,3.0,Green,Excellent,1961.0,Quick Bites,"1730 Brown Station Suite 206, Reidfurt, UT 40217",001-708-899-0530x09604
Rivas And Sons, hsr ,Bangalore,Chinese,700.0,INR,Yes,Yes,2.9,Yellow,Average,9630.0,Quick Bites,"85705 Tracey Mews, Pattersonmouth, MD 92505",+1-430-682-1673x892
Nelson-Holder, indiranagar ,Bangalore,Italian,300.0,INR,No,No,4.4,Yellow,Very Good,4857.0,Casual Dining,"502 Wendy Lodge, Christopherside, CA 34087",862.158.0439
Allen-Smith, btm ,Bangalore,Chinese,400.0,INR,No,No,3.2,Red,Poor,5214.0,Casual Dining,"76000 Elaine Forest Suite 634, Kirkbury, NC 23627",039.803.5850
"Love, Caldwell And Watkins", whitefield ,Bangalore,Chinese,300.0,INR,Yes,No,3.1,Orange,Poor,4646.0,Casual Dining,"661 Greene Trail, Nelsonberg, OR 53191",698-063-9423x669
Hernandez-Mcdaniel, hsr ,Bangalore,Italian,300.0,INR,No,Yes,5.0,Yellow,Very Good,9791.0,Dessert Parlor,"292 Hooper Run, Williebury, UT 37621",001-770-214-8227x502
Richards Plc, btm ,Bangalore,Italian,200.0,INR,Yes,No,3.5,Yellow,Poor,9689.0,Delivery,"0803 Riley Creek, Davishaven, OK 65731",584.960.4542x91647
Santos Llc, whitefield ,Bangalore,South Indian,600.0,INR,No,No,2.4,Yellow,Very Good,9500.0,Delivery,"016 Lisa Estate Suite 588, East Donaldshire, ND 18563",473-194-5393x046
Figueroa Plc, hsr ,Bangalore,Italian,300.0,INR,No,No,5.0,Yellow,Good,8061.0,Quick Bites,"0059 Gregory Hollow Suite 347, Wattsfurt, LA 36224",(107)185-6564x30669
"Scott, Gutierrez And Johnson", jayanagar ,Bangalore,North Indian,500.0,INR,Yes,No,3.3,Red,Good,2836.0,Cafe,"073 Daniel Fords Suite 475, Mitchellton, IN 44421",327-587-5725x8915
Mejia Ltd, hsr ,Bangalore,Continental,200.0,INR,Yes,Yes,4.3,Orange,Excellent,2385.0,Quick Bites,"54743 Aaron Summit Apt. 207, Dicksonberg, MA 34092",(269)794-2378x1316
"Taylor, Flores And Ramirez", koramangala ,Bangalore,Italian,700.0,INR,Yes,No,3.8,Red,Very Good,3385.0,Quick Bites,"0628 Cortez Islands Suite 986, Gregoryfurt, AZ 56738",+1-816-832-2362x660
Rose-Weaver, whitefield ,Bangalore,North Indian,500.0,INR,Yes,No,4.4,Orange,Excellent,7622.0,Cafe,"374 Barbara Stravenue, Johntown, OR 21076",001-483-698-2852
Garner-Arellano, indiranagar ,Bangalore,Italian,500.0,INR,Yes,No,4.0,Yellow,Poor,1720.0,Delivery,"30645 Schwartz Orchard, East Alexandriaview, RI 42095",8452393936
Li-Baker, whitefield ,Bangalore,Chinese,200.0,INR,No,Yes,4.6,Orange,Poor,6283.0,Delivery,"136 Weiss Radial Apt. 567, South Jason, NV 35967",942.005.7545
Gordon Plc, koramangala ,Bangalore,Chinese,300.0,INR,Yes,Yes,2.8,Red,Average,1732.0,Casual Dining,"85462 Paul Prairie, Tylerside, WY 15605",233.409.2203x598
Bright Inc, whitefield ,Bangalore,South Indian,500.0,INR,No,Yes,2.8,Green,Average,8370.0,Delivery,"67306 Lopez Circles, North Todd, MS 38580",+1-768-835-2800x34667
Alexander-Moore, indiranagar ,Bangalore,Chinese,300.0,INR,No,No,2.4,Green,Excellent,3149.0,Cafe,"98236 Lee Well Suite 258, East William, MS 14336",075-276-5812x916
Harvey And Sons, btm ,Bangalore,South Indian,500.0,INR,Yes,Yes,4.2,Yellow,Average,5761.0,Dessert Parlor,"86481 Franklin Viaduct, Allisonmouth, NY 39220",647.885.6598x68937
Garcia-Aguilar, btm ,Bangalore,Continental,600.0,INR,No,Yes,3.1,Orange,Excellent,4691.0,Quick Bites,"878 Bryan Freeway, Port Darryl, UT 79290",(812)028-5500
"Burke, Maxwell And Savage", jayanagar ,Bangalore,Mexican,400.0,INR,No,Yes,4.1,Green,Poor,7537.0,Delivery,"PSC 2937, Box 3945, APO AA 90296",536.670.6361
Cannon-Forbes, btm ,Bangalore,North Indian,300.0,INR,Yes,No,3.506421052631579,Yellow,Average,8794.0,Cafe,"531 Brady Way Suite 312, East Jaclyn, AZ 78880",(304)250-1084x566
Moran And Sons, whitefield ,Bangalore,North Indian,400.0,INR,Yes,No,4.3,Red,Very Good,6626.0,Cafe,"80170 Danielle Spring Suite 457, South Laurenchester, MI 98124",122.179.5913x7933
Joseph-Roman, hsr ,Bangalore,Mexican,700.0,INR,Yes,Yes,2.9,Yellow,Very Good,1057.0,Casual Dining,"9818 Moon Camp, Rodriguezmouth, AL 07655",001-163-949-5225x473
Greer Ltd, jayanagar ,Bangalore,North Indian,300.0,INR,Yes,Yes,3.9,Green,Very Good,1342.0,Dessert Parlor,"6889 Garner Springs Suite 809, South Beth, LA 68471",065-891-9608x606
"Hester, Johnston And Adams", koramangala ,Bangalore,Chinese,400.0,INR,No,No,5.0,Orange,Average,847.0,Quick Bites,"2874 Antonio Mews, Port Michaelland, IA 82932",+1-981-353-3537x5483
"Kirby, Hansen And Nichols", koramangala ,Bangalore,South Indian,500.0,INR,Yes,Yes,4.0,Green,Good,4314.0,Cafe,"45604 Todd Greens, Deborahbury, MT 02793",(219)623-0741x237
"Brown, Miller And Morris", whitefield ,Bangalore,North Indian,200.0,INR,No,No,2.4,Green,Very Good,2415.0,Cafe,"7544 Martha Inlet Suite 522, New Cherylmouth, WA 19486",(923)899-3889
Johnson-Mitchell, jayanagar ,Bangalore,North Indian,448.9606039661864,INR,No,Yes,2.4,Orange,Good,4839.0,Delivery,"8561 Grace Prairie Apt. 091, Port Amy, ND 75729",821.599.4088x07465
Deleon-Norman, koramangala ,Bangalore,Chinese,200.0,INR,No,Yes,4.5,Orange,Poor,775.0,Delivery,"49548 David Greens, North Jennifer, KY 88700",897.967.9807x19657
"Lee, Burnett And Petersen", btm ,Bangalore,Mexican,300.0,INR,No,Yes,4.3,Red,Excellent,5900.0,Cafe,"48191 Scott Stravenue Apt. 164, Smithshire, TX 84190",(762)427-7939x370
Powell Inc, koramangala ,Bangalore,Unknown,500.0,INR,Yes,No,3.1,Yellow,Poor,4492.0,Casual Dining,"USNS Cox, FPO AA 52467",-7165
Marks-Cochran, hsr ,Bangalore,Italian,300.0,INR,No,No,3.5,Orange,Good,6824.0,Delivery,"3206 Maurice Ford, South Tammy, WV 61875",632-236-9684
"Jimenez, Valdez And Ward", jayanagar ,Bangalore,South Indian,600.0,INR,Yes,Yes,4.8,Yellow,Poor,7619.0,Delivery,"PSC 0869, Box 3962, APO AE 00747",632.833.0544x451
Harper-Shepard, indiranagar ,Bangalore,Italian,600.0,INR,Yes,No,2.6,Green,Excellent,5641.0,Quick Bites,"7983 Anderson Crossroad Suite 103, North Angelafurt, MN 76514",626.816.0054x0248
Carpenter-Molina, btm ,Bangalore,South Indian,500.0,INR,Yes,No,2.4,Yellow,Poor,102.0,Dessert Parlor,"USNV Roman, FPO AE 41068",041.011.0544x78330
Espinoza Plc, jayanagar ,Bangalore,Continental,400.0,INR,No,Yes,4.4,Yellow,Good,1658.0,Quick Bites,"19706 Cheryl Road, New Devon, OK 58598",236.958.5511
"Rodriguez, Hicks And Young", koramangala ,Bangalore,Mexican,700.0,INR,Yes,Yes,4.7,Orange,Excellent,665.0,Delivery,"12703 Nicholas Branch, Lake Christina, IA 96761",(403)964-2606x268
Smith Group, btm ,Bangalore,Chinese,200.0,INR,Yes,No,3.7,Orange,Very Good,3926.0,Cafe,"Unit 8980 Box 9370, DPO AP 28406",+1-737-451-0615x61176
Love-Marshall, whitefield ,Bangalore,Italian,300.0,INR,No,No,4.8,Red,Average,1709.0,Delivery,"Unit 6818 Box 0183, DPO AP 00835",-7648
Rodriguez Inc, indiranagar ,Bangalore,North Indian,500.0,INR,No,Yes,3.9,Orange,Good,1827.0,Casual Dining,"56755 Phillip Plain Apt. 519, West Brenda, GA 31070",752.440.9465x96513
Fernandez-Rice, koramangala ,Bangalore,Mexican,300.0,INR,Yes,No,2.5,Green,Good,5054.0,Delivery,"PSC 2809, Box 2386, APO AE 07203",860.376.5607
Espinoza-Ortega, jayanagar ,Bangalore,Continental,200.0,INR,Yes,No,4.3,Yellow,Very Good,5908.0,Delivery,"0634 Stevens Isle, Port Michaelburgh, WI 62419",(234)547-4734x5824
"Hampton, Harris And White", whitefield ,Bangalore,Chinese,400.0,INR,Yes,Yes,4.6,Red,Poor,5022.522421052631,Delivery,"765 Medina Tunnel Suite 059, Swansonburgh, SC 01769",(875)041-9744x3149
Summers-Neal, koramangala ,Bangalore,Continental,300.0,INR,Yes,No,2.6,Yellow,Average,3970.0,Quick Bites,"4645 Andrea Via, North Robert, SD 90059",+1-355-359-1219x846
"Jones, Boyer And Chen", koramangala ,Bangalore,South Indian,700.0,INR,No,Yes,3.0,Yellow,Very Good,442.0,Cafe,"3537 Donald Plaza, Kellymouth, IA 47710",(116)316-2555x1548
Calderon-Gibson, indiranagar ,Bangalore,North Indian,700.0,INR,No,No,2.2,Red,Very Good,7000.0,Delivery,"73328 Deborah Alley Apt. 494, Port William, RI 71857",437-515-9372
Gill-Nelson, hsr ,Bangalore,South Indian,300.0,INR,No,No,4.1,Red,Average,5806.0,Delivery,"18446 Howell Trail Apt. 122, Goodwinfort, NV 48091",001-228-737-7869x6245
Boyer-Saunders, jayanagar ,Bangalore,Unknown,700.0,INR,No,No,4.5,Red,Good,8249.0,Dessert Parlor,"325 Mills Highway, Seanbury, AK 62458",558.133.2364x63355
Willis-Chandler, hsr ,Bangalore,South Indian,300.0,INR,No,No,4.5,Red,Poor,4437.0,Quick Bites,"38554 Alex Shoals, Sheilafurt, AZ 45295",2457779776
Collins-Huang, indiranagar ,Bangalore,Continental,700.0,INR,No,No,2.3,Yellow,Excellent,170.0,Cafe,"871 Holland Ferry, Sydneyton, MI 31618",001-435-011-1822x9591
"Poole, Shaffer And Barnett", jayanagar ,Bangalore,Italian,400.0,INR,Yes,Yes,4.4,Yellow,Excellent,6901.0,Casual Dining,"6090 Collins Inlet, Kaylashire, NH 85701",853.494.2775
Montgomery Ltd, indiranagar ,Bangalore,North Indian,200.0,INR,Yes,No,2.8,Green,Average,8291.0,Delivery,"0338 Patricia Circles, South Jessebury, LA 16928",570-601-8236x1349
Nielsen-Holmes, indiranagar ,Bangalore,Italian,400.0,INR,Yes,No,3.3,Orange,Poor,5476.0,Delivery,"70791 Alicia Trace, Floresbury, WY 46276",358-276-4714
"Baker, Pruitt And Jones", hsr ,Bangalore,South Indian,700.0,INR,Yes,No,3.3,Orange,Very Good,5492.0,Dessert Parlor,"239 Morrow Cliff Suite 818, West Michaelburgh, ND 72960",(630)558-7627x265
Davis-Wright, jayanagar ,Bangalore,Chinese,300.0,INR,Yes,Yes,3.6,Orange,Poor,1862.0,Delivery,"369 Charles Parkway Suite 518, Stephanieburgh, CT 29786",345.087.6702x0088
"Perry, Carter And Benson", hsr ,Bangalore,Chinese,400.0,INR,No,Yes,3.2,Red,Good,1747.0,Dessert Parlor,"522 Hatfield Point Suite 163, Leeville, DC 81643",(947)242-2278x09009
Woods Group, hsr ,Bangalore,Mexican,600.0,INR,Yes,Yes,4.6,Yellow,Very Good,3172.0,Dessert Parlor,"653 Austin Courts, Leechester, AK 77412",+1-354-772-2099x441
"Morales, Anderson And Miller", indiranagar ,Bangalore,Mexican,300.0,INR,No,Yes,2.8,Yellow,Very Good,1307.0,Casual Dining,"8507 Kevin Land, Smithmouth, OK 37581",995.735.1892x47727
Curry-Gates, koramangala ,Bangalore,South Indian,200.0,INR,Yes,Yes,3.0,Yellow,Poor,8979.0,Quick Bites,"48333 Michael Corners Suite 634, Jimenezberg, AL 38998",(054)106-7611x49443
Brown Group, btm ,Bangalore,Unknown,300.0,INR,Yes,Yes,3.4,Red,Poor,9022.0,Quick Bites,"593 Brady Ferry Apt. 186, Kellytown, IN 77507",1729312520
Gordon-Church, indiranagar ,Bangalore,North Indian,400.0,INR,No,No,2.7,Orange,Average,8091.0,Casual Dining,"284 Summers Crest, New Gabriel, GA 20970",+1-493-558-9494x436
Rodriguez-Chen, koramangala ,Bangalore,Mexican,700.0,INR,Yes,Yes,3.7,Green,Average,6525.0,Dessert Parlor,"64659 John Dam, Andersonfort, NE 60386",830.003.0138x824
"Lara, Wilson And Garcia", indiranagar ,Bangalore,Italian,300.0,INR,Yes,Yes,2.1,Green,Excellent,3661.0,Cafe,"PSC 7359, Box 8390, APO AA 24318",(848)637-3342x0652
Howell-Wilkerson, koramangala ,Bangalore,Mexican,448.9606039661864,INR,Yes,No,4.0,Orange,Excellent,9091.0,Dessert Parlor,"4530 Michele Cliff Suite 374, Gardnerborough, NY 56876",(074)241-3760x85304
"Jones, Benson And Ramos", whitefield ,Bangalore,Continental,200.0,INR,Yes,Yes,2.7,Yellow,Good,3259.0,Delivery,"7513 Anthony Bypass, Lauraside, CO 52820",158.541.6624x1475
"Guzman, Bush And Foster", koramangala ,Bangalore,Continental,700.0,INR,No,Yes,4.9,Red,Excellent,3392.0,Quick Bites,"15690 Lauren Road Apt. 342, Jamesmouth, WI 66772",+1-940-866-3690x554
"Owens, Marsh And Russell", whitefield ,Bangalore,Italian,400.0,INR,Yes,Yes,3.1,Yellow,Average,6233.0,Quick Bites,"621 Berry Keys Apt. 381, Armstrongton, NV 67455",+1-885-277-3206x06273
Hudson-Nelson, indiranagar ,Bangalore,Chinese,600.0,INR,No,Yes,4.2,Yellow,Excellent,1421.0,Casual Dining,"177 Robertson Park, Sharpside, DE 37986",933-078-2795x072
"Adkins, Coleman And May", whitefield ,Bangalore,Mexican,600.0,INR,No,Yes,4.6,Yellow,Very Good,7829.0,Cafe,"267 Edward Forge Apt. 181, Kyleport, OR 81523",001-666-546-3534x238
Munoz-Conley, jayanagar ,Bangalore,Continental,200.0,INR,Yes,Yes,2.0,Red,Poor,9679.0,Delivery,"8353 Stephen Mills Suite 099, West Nathanbury, WA 09653",001-032-860-8232x218
Barnes-Robbins, hsr ,Bangalore,Chinese,500.0,INR,No,Yes,2.0,Yellow,Good,6960.0,Dessert Parlor,"2537 James Route Apt. 187, East Jesusstad, ND 93033",(976)615-8111
"Santos, Wagner And Burke", koramangala ,Bangalore,Chinese,200.0,INR,No,No,2.9,Orange,Good,8118.0,Dessert Parlor,"14037 Laura Branch, Port Kelly, NE 22429",8632855373
Gates Inc, btm ,Bangalore,Continental,448.9606039661864,INR,No,No,4.9,Green,Very Good,3592.0,Cafe,"004 Lance Brook Apt. 961, Melanieborough, MT 52225",(367)512-0681
Harding-Werner, indiranagar ,Bangalore,Chinese,500.0,INR,No,Yes,3.506421052631579,Green,Good,7314.0,Dessert Parlor,"39848 Theresa Summit Apt. 732, Lake Rebekahview, NM 01184",466-066-5460x45252
Tucker Plc, jayanagar ,Bangalore,Italian,200.0,INR,No,No,3.6,Red,Very Good,3612.0,Cafe,"202 Eric Terrace, Oconnorshire, OR 19036",5307187981
Jackson-Sanchez, jayanagar ,Bangalore,Chinese,300.0,INR,No,Yes,4.1,Orange,Good,2135.0,Cafe,"610 Amy Shore, South Stephaniefort, MO 18063",001-891-149-4473x68945
"Smith, Waters And Johnson", whitefield ,Bangalore,Mexican,500.0,INR,Yes,Yes,4.1,Green,Poor,1012.0,Casual Dining,"037 Elizabeth Loop Suite 214, West Hectorport, AK 19850",(337)118-3075x422
Wiggins-Huff, jayanagar ,Bangalore,Mexican,500.0,INR,No,No,5.0,Orange,Good,2674.0,Casual Dining,"USNS Flores, FPO AE 03946",+1-221-828-1589x737
"Turner, Patel And Kelly", whitefield ,Bangalore,Chinese,400.0,INR,No,Yes,4.7,Yellow,Poor,3115.0,Dessert Parlor,"171 Miller Estates Suite 519, East Tracy, NH 11894",953-349-9115x03954
Gillespie-Santos, jayanagar ,Bangalore,Continental,300.0,INR,Yes,Yes,4.1,Green,Poor,1672.0,Delivery,"811 Powers Plains Apt. 626, Elaineshire, ID 65874",+1-187-102-2783x40028
Reyes Ltd, jayanagar ,Bangalore,Chinese,200.0,INR,No,No,4.9,Orange,Good,5022.522421052631,Delivery,"9800 Brian Haven Apt. 515, West Brandonside, NC 25214",+1-867-513-6840x0858
"Bradley, Glover And Parker", whitefield ,Bangalore,Continental,700.0,INR,No,Yes,3.5,Orange,Average,9682.0,Dessert Parlor,"USCGC Walsh, FPO AP 28697",(941)530-4534x282
Olsen Plc, btm ,Bangalore,Mexican,600.0,INR,No,No,2.1,Yellow,Average,461.0,Dessert Parlor,"2909 Wendy Land, East Paul, AL 50389",(736)680-8894x29852
"Adkins, Thompson And White", indiranagar ,Bangalore,South Indian,500.0,INR,No,Yes,3.3,Orange,Very Good,3773.0,Delivery,"7221 Delgado Fords Apt. 755, North Andrewton, OK 40416",231-118-5614x07704
"Mora, Kennedy And Perkins", whitefield ,Bangalore,South Indian,400.0,INR,Yes,Yes,4.7,Yellow,Very Good,6988.0,Delivery,"419 Denise Unions Apt. 350, West Melissaberg, UT 95219",470-055-2656x58091
Peters-Barker, jayanagar ,Bangalore,South Indian,200.0,INR,Yes,No,4.4,Orange,Excellent,1576.0,Quick Bites,"USCGC Castro, FPO AA 45175",+1-205-951-4817x87024
Holmes Llc, whitefield ,Bangalore,Mexican,300.0,INR,No,Yes,2.6,Green,Very Good,4225.0,Quick Bites,"465 Stacey Haven, East Isaiah, CO 61444",-5763
Ward-Ramirez, koramangala ,Bangalore,South Indian,448.9606039661864,INR,No,No,3.9,Orange,Excellent,6340.0,Casual Dining,"44212 Erik Inlet, Phillipsville, FL 52543",+1-670-820-3193x41894
Hood-Hodges, koramangala ,Bangalore,Italian,600.0,INR,Yes,No,4.7,Red,Average,3304.0,Casual Dining,"41714 Dominguez Pine, East Melissa, OH 99738",457.450.6978x857
"Rosario, Salinas And May", indiranagar ,Bangalore,Italian,500.0,INR,Yes,No,4.4,Yellow,Average,5587.0,Quick Bites,"960 Jacob Stream Apt. 360, Port Kristitown, MO 08258",001-569-300-5490x69047
Flowers-Barton, btm ,Bangalore,Italian,500.0,INR,No,No,2.7,Yellow,Very Good,5141.0,Cafe,"1749 Tamara Vista, Langside, ND 92766",+1-335-137-8155x86120
"Chen, Welch And Jenkins", btm ,Bangalore,Italian,200.0,INR,Yes,Yes,3.6,Green,Excellent,3797.0,Cafe,"828 Johnson Corner Apt. 833, New Ashleymouth, ME 85577",285.489.8029x3662
Weaver-Ramirez, jayanagar ,Bangalore,Continental,300.0,INR,Yes,No,4.0,Orange,Poor,5581.0,Cafe,"029 Hicks Tunnel, Port Ericamouth, TN 99435",(464)692-1163x61353
"Jackson, Adams And Armstrong", hsr ,Bangalore,Continental,400.0,INR,Yes,No,2.5,Green,Excellent,6363.0,Delivery,"875 David Trail Suite 261, Kimberlyside, DE 43010",059-191-1106x4144
